Stream,Year,Date,Month,Lab ID,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Notes
Northeast Outflow,2017,7-Jul-17,July,L1957164-5,15.2,10.9,5.05,6.84,<3.0,,0.38,4.7,4.7,<1.0,<1.0,<0.50,0.02,1.62,<0.0050,0.0097,<0.0010,<0.0010,0.0035,0.214,0.00901,<0.000020,0.000199,0.00193,<0.000010,,<0.0050,<0.0000050,0.863,,<0.00010,0.0000475,0.00039,0.0552,<0.000010,,0.703,0.00599,<0.0000050,<0.000050,0.000303,0.485,,<0.000040,0.134,<0.0000050,0.63,0.00607,,,,,,,,0.0000311,<0.000050,<0.00050,,3.65,
Ulu Outflow,2017,7-Jul-17,July,L1957164-8,26.8,18.8,9.72,7.1,<3.0,,0.76,9.1,9.1,<1.0,<1.0,0.77,0.026,2.12,<0.0050,0.0059,<0.0010,<0.0010,0.0067,0.272,0.0289,<0.000020,0.000268,0.00462,<0.000010,,<0.0050,<0.0000050,1.59,,<0.00010,0.0000983,0.00065,0.0985,0.000013,,1.4,0.014,<0.0000050,0.00006,0.0012,0.891,,<0.000040,0.516,<0.0000050,1.13,0.0137,,,,,,,,0.000186,0.000084,<0.00050,,5.22,
Ulu Outflow,2017,7-Jul-17,July,L1957164-7,27.3,18.6,9.62,7.12,<3.0,,0.78,8.9,8.9,<1.0,<1.0,0.77,0.027,2.12,<0.0050,0.0033,<0.0010,<0.0010,0.0057,0.25,0.0277,<0.000020,0.000253,0.00517,<0.000010,,<0.0050,<0.0000050,1.59,,0.00014,0.0000944,0.00065,0.0953,0.000013,,1.37,0.013,<0.0000050,0.000062,0.00129,0.884,,<0.000040,0.499,<0.0000050,1.11,0.0136,,,,,,,,0.00019,0.000072,0.00078,,5.26,
AEMPFB-STR,2017,10-Jul-17,July,L1957793-1,<2.0,<1.0,<0.50,5.25,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.30,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,<0.050,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,<0.0000050,<0.0050,<0.0000050,<0.020,<0.000010,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,<0.00050,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,<0.00020,<0.000040,<0.050,<0.0000050,<0.010,<0.000050,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,<0.0000030,<0.000050,<0.00050,<0.000060,<0.50,
AEMPTB-STR,2017,10-Jul-17,July,L1957793-2,<2.0,<1.0,<0.50,5.25,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.30,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,<0.050,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,<0.0000050,<0.0050,<0.0000050,<0.020,<0.000010,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,<0.00050,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,<0.00020,<0.000040,<0.050,<0.0000050,<0.010,<0.000050,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,<0.0000030,<0.000050,<0.00050,<0.000060,<0.50,
Christine-Lac du Sauvage,2017,10-Jul-17,July,L1957793-4,79.3,48.9,29.3,7.26,<3.0,,0.81,12.7,12.7,<1.0,<1.0,1.4,0.042,20,0.0193,0.0077,<0.0010,<0.0010,0.0059,0.313,0.0126,<0.000020,0.000524,0.00662,<0.000010,<0.0000050,<0.0050,<0.0000050,4.01,0.000019,<0.00010,0.0002,0.0009,0.0778,<0.000010,0.00305,4.68,0.0345,<0.0000050,0.000183,0.00116,2.59,0.00413,<0.000040,0.084,<0.0000050,2.26,0.0345,6.5,<0.00020,0.0000027,<0.00010,<0.000020,<0.00050,<0.00010,0.0000297,<0.000050,<0.00050,<0.000060,6.08,
Christine-Lac du Sauvage,2017,10-Jul-17,July,L1957793-3,78.2,48.5,28.8,7.25,<3.0,,0.79,12.6,12.6,<1.0,<1.0,1.4,0.043,20,0.0189,0.0078,<0.0010,<0.0010,0.0048,0.327,0.0128,<0.000020,0.000527,0.00644,<0.000010,<0.0000050,<0.0050,<0.0000050,4.04,0.000018,<0.00010,0.000178,0.00519,0.0824,0.000035,0.00302,4.54,0.0331,<0.0000050,0.000161,0.00181,2.56,0.00411,<0.000040,0.089,<0.0000050,2.23,0.0349,6.89,<0.00020,0.0000028,<0.00010,<0.000020,<0.00050,<0.00010,0.0000295,<0.000050,0.00067,<0.000060,5.89,
Cujo Outflow,2017,10-Jul-17,July,L1957793-6,274,173,111,7.84,<3.0,,0.76,44.7,44.7,<1.0,<1.0,5.43,0.105,78.9,0.0179,0.805,0.0099,<0.0010,0.012,0.51,0.0158,0.000086,0.000862,0.0201,<0.000010,<0.0000050,0.0117,<0.0000050,16.4,0.000039,<0.00010,0.000219,0.00098,0.053,<0.000010,0.00841,17.1,0.00954,<0.0000050,0.00661,0.00224,9.26,0.0129,0.000118,0.051,<0.0000050,8.14,0.174,26.2,<0.00020,0.0000062,<0.00010,<0.000020,<0.00050,<0.00010,0.00112,0.000066,0.00103,<0.000060,6.83,
Cujo Outflow,2017,10-Jul-17,July,L1957793-5,278,173,111,7.84,<3.0,,0.8,45.3,45.3,<1.0,<1.0,5.44,0.105,79,0.0191,0.805,0.0097,<0.0010,0.0117,0.547,0.0152,0.000088,0.000846,0.0206,<0.000010,<0.0000050,0.0112,<0.0000050,16.5,0.000039,<0.00010,0.000225,0.00094,0.0519,<0.000010,0.0082,16.9,0.00932,<0.0000050,0.00674,0.00221,9.12,0.0125,0.000081,<0.050,<0.0000050,8.04,0.175,26.8,<0.00020,0.0000059,<0.00010,<0.000020,<0.00050,<0.00010,0.00109,0.000082,<0.00050,<0.000060,6.82,
Mossing Outflow,2017,10-Jul-17,July,L1957793-8,50.2,32.3,17.5,7.29,<3.0,,0.56,12.5,12.5,<1.0,<1.0,1.08,0.065,8.46,<0.0050,0.0267,<0.0010,<0.0010,0.0051,0.284,0.03,<0.000020,0.000515,0.00513,<0.000010,<0.0000050,<0.0050,<0.0000050,2.72,0.000017,0.00012,0.0000877,0.00111,0.0703,0.000013,0.00357,2.59,0.00923,<0.0000050,0.000088,0.00147,1.82,0.00315,<0.000040,0.221,<0.0000050,2.02,0.0195,2.95,<0.00020,0.0000022,<0.00010,<0.000020,0.00106,<0.00010,0.000122,0.000063,<0.00050,<0.000060,5.83,
Mossing Outflow,2017,10-Jul-17,July,L1957793-7,50.1,32.2,17.6,7.26,<3.0,,0.59,12.2,12.2,<1.0,<1.0,1.08,0.065,8.46,0.0072,0.0259,<0.0010,<0.0010,0.0148,0.294,0.029,<0.000020,0.000506,0.005,<0.000010,<0.0000050,<0.0050,<0.0000050,2.78,0.000017,0.00012,0.0000757,0.00109,0.0697,0.000014,0.00361,2.58,0.00859,<0.0000050,0.000116,0.00151,1.81,0.00323,<0.000040,0.216,<0.0000050,2.01,0.0198,2.89,<0.00020,0.0000028,<0.00010,<0.000020,0.00069,<0.00010,0.000128,0.000067,<0.00050,<0.000060,5.89,
1616-30 (LLCF),2017,11-Jul-17,July,L1959223-1,920,521,137,7.97,<3.0,,0.46,51.4,,,,160,<0.10,151,0.0069,2.8,0.011,<0.0010,0.004,0.526,0.0233,0.00115,0.00057,0.0686,<0.00010,,0.033,0.0000233,31.8,,0.00016,<0.00010,0.00144,<0.030,<0.000050,,17.5,0.00488,<0.0000050,0.0927,0.00412,34.6,,0.000505,0.14,<0.000010,127,0.713,,,,,,,,0.000775,<0.00050,<0.0030,,4.1,
1616-30 (LLCF),2017,19-Jul-17,July,L1962957-1,1030,573,147,7.84,28,,7.98,54.4,,,,169,<0.10,159,0.0085,3,0.0077,<0.0010,0.0138,0.47,0.263,0.00116,0.00065,0.0701,<0.00010,,0.032,0.0000055,31.9,,0.00086,0.0002,0.00261,0.286,0.000428,,17.6,0.00806,<0.0000050,0.0901,0.00495,35.5,,0.000567,0.56,<0.000010,122,0.763,,,,,,,,0.000815,0.00086,0.0063,,4.32,
1616 (FB),2017,20-Jul-17,July,L1964908-1,<2.0,<10,<0.50,5.24,<3.0,,<0.10,<1.0,,,,<0.50,<0.020,<0.30,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0030,<0.00010,<0.00010,<0.000050,<0.00010,,<0.010,<0.0000050,<0.050,,<0.00010,<0.00010,<0.00050,<0.030,<0.000050,,<0.0050,<0.00010,<0.0000050,<0.000050,<0.00050,<0.050,,<0.000050,<0.10,<0.000010,<0.050,<0.00020,,,,,,,,<0.000010,<0.00050,<0.0030,,<0.50,
1616 (TB),2017,20-Jul-17,July,L1964908-4,<2.0,<10,<0.50,5.43,<3.0,,<0.10,<1.0,,,,<0.50,<0.020,<0.30,0.138,<0.0050,<0.0010,<0.0010,<0.0020,0.155,<0.0030,<0.00010,<0.00010,<0.000050,<0.00010,,<0.010,<0.0000050,<0.050,,<0.00010,<0.00010,<0.00050,<0.030,<0.000050,,<0.0050,<0.00010,<0.0000050,<0.000050,<0.00050,<0.050,,<0.000050,<0.10,<0.000010,<0.050,<0.00020,,,,,,,,<0.000010,<0.00050,<0.0030,,<0.50,
1616-43 (KPSF),2017,20-Jul-17,July,L1964908-2,311,223,120,7.9,<3.0,,1.14,59.9,,,,6.47,0.164,76.5,0.131,3.96,0.0436,<0.0010,0.0151,0.944,0.0524,0.00037,0.00118,0.0344,<0.00010,,0.015,0.0000088,20.5,,0.00029,0.00041,0.00337,0.143,0.000334,,16.7,0.00985,<0.0000050,0.022,0.00726,12.1,,0.00017,0.42,<0.000010,11.5,0.231,,,,,,,,0.00795,<0.00050,0.0071,,6.83,
1616-43 (KPSF),2017,20-Jul-17,July,L1964908-3,313,224,118,7.91,3.9,,1.11,59,,,,6.51,0.164,77,0.133,3.99,0.0438,<0.0010,0.0128,0.919,0.0494,0.00036,0.0011,0.0331,<0.00010,,0.015,0.0000059,20.3,,0.0003,0.0004,0.00352,0.14,0.000339,,16.3,0.00945,<0.0000050,0.0216,0.00711,12,,0.000194,0.42,<0.000010,11.4,0.226,,,,,,,,0.00758,<0.00050,0.0068,,6.86,
1616-43 (KPSF),2017,23-Jul-17,July,L1964929-1,312,208,117,8,<3.0,,0.83,61.3,,,,6.33,0.166,73.4,0.108,3.27,0.0401,<0.0010,0.0139,1.07,0.0353,0.00032,0.00122,0.0345,<0.00010,,0.016,0.0000131,18.5,,0.00017,0.0004,0.00216,0.135,0.000229,,17.1,0.0122,<0.0000050,0.0209,0.00653,12.7,,0.000191,0.33,<0.000010,11.5,0.248,,,,,,,,0.00733,<0.00050,0.0045,,7.02,
1616-30 (LLCF),2017,26-Jul-17,July,L1967829-1,1030,672,161,7.87,<3.0,,0.86,57.9,,,,185,<0.10,173,0.0079,3.27,0.0101,<0.0010,0.0035,0.549,0.0295,0.00122,0.00106,0.0747,<0.00010,,0.038,<0.000025,35.2,,0.00016,<0.00010,0.00271,<0.030,0.000274,,18.8,0.00605,<0.0000050,0.096,0.00469,37.9,,0.000469,0.16,<0.000010,135,0.779,,,,,,,,0.000813,<0.00050,0.0035,,3.84,
1616-43 (KPSF),2017,26-Jul-17,July,L1967825-1,318,236,122,7.94,4.5,,2.4,66.3,,,,6.42,0.167,73.9,0.13,2.86,0.0339,<0.0010,0.0159,0.99,0.134,0.00035,0.00161,0.0369,<0.00010,,0.017,<0.000015,19.1,,0.00066,0.00057,0.00175,0.291,0.000071,,18.1,0.0251,<0.0000050,0.0215,0.00916,13.1,,0.000194,0.74,0.000022,11.5,0.239,,,,,,,,0.00793,<0.00050,<0.0030,,7.02,
1616-30 (LLCF),2017,27-Jul-17,July,L1967832-1,1030,670,161,7.86,<3.0,,0.47,48.8,,,,179,<0.10,167,0.0095,3.18,0.0105,<0.0010,0.0041,0.56,0.0199,0.00121,0.00101,0.0735,<0.00010,,0.038,<0.000025,35.3,,0.00018,<0.00010,0.00117,<0.030,0.000098,,18.8,0.00458,<0.0000050,0.0957,0.00483,38.3,,0.000503,0.15,<0.000010,136,0.781,,,,,,,,0.000801,<0.00050,<0.0030,,3.73,
HWL2 Outflow,2017,28-Jul-17,August,L1968771-2,13.1,11.5,4.77,6.7,<3.0,,0.39,3.4,3.4,<1.0,<1.0,<0.50,0.026,1.68,<0.0050,<0.0030,<0.0010,<0.0010,0.0043,0.216,0.0256,0.00003,0.000293,0.00206,<0.000010,,<0.0050,<0.0000050,0.799,,0.00016,0.0000682,0.00076,0.0748,<0.000010,,0.673,0.00606,<0.0000050,<0.000050,0.000528,0.468,,<0.000040,0.335,<0.0000050,0.775,0.00614,,,,,,,,0.0000766,0.000189,0.00153,,4.92,
HWL2 Outflow,2017,28-Jul-17,August,L1968771-1,13.6,11.3,4.7,6.71,<3.0,,0.41,3.3,3.3,<1.0,<1.0,<0.50,0.023,1.68,<0.0050,<0.0030,<0.0010,<0.0010,0.0033,0.178,0.0207,0.000026,0.000254,0.00201,<0.000010,,<0.0050,<0.0000050,0.788,,<0.00010,0.0000631,0.00072,0.0617,<0.000010,,0.663,0.00559,<0.0000050,<0.000050,0.000464,0.455,,<0.000040,0.316,<0.0000050,0.756,0.00602,,,,,,,,0.0000731,0.000157,0.00111,,4.83,
Northeast Outflow,2017,28-Jul-17,August,L1968771-4,14.5,11.4,5.36,6.82,<3.0,,0.52,4.7,4.7,<1.0,<1.0,<0.50,0.021,1.73,<0.0050,<0.0030,<0.0010,<0.0010,0.0044,0.234,0.00762,0.000064,0.000261,0.00161,0.000014,,<0.0050,<0.0000050,0.847,,<0.00010,0.0000706,0.00045,0.0968,<0.000010,,0.787,0.0101,<0.0000050,<0.000050,0.000376,0.507,,<0.000040,0.149,<0.0000050,0.72,0.00627,,,,,,,,0.0000342,0.000152,<0.00050,,3.8,
Northeast Outflow,2017,28-Jul-17,August,L1968771-3,14.5,11,5.45,6.81,<3.0,,0.52,4.3,4.3,<1.0,<1.0,<0.50,0.021,1.74,<0.0050,<0.0030,<0.0010,<0.0010,0.0025,0.24,0.00796,0.000028,0.000268,0.00165,<0.000010,,<0.0050,<0.0000050,0.865,,<0.00010,0.0000615,0.00045,0.0941,<0.000010,,0.799,0.0103,<0.0000050,<0.000050,0.000351,0.507,,<0.000040,0.149,<0.0000050,0.745,0.00645,,,,,,,,0.0000334,0.000141,0.00057,,3.59,
Ulu Outflow,2017,28-Jul-17,August,L1968771-6,26.9,18.4,9.79,7.02,<3.0,,0.58,8.3,8.3,<1.0,<1.0,0.83,0.029,2.29,<0.0050,0.0307,<0.0010,<0.0010,0.0062,0.262,0.0177,0.000049,0.000334,0.00349,<0.000010,,<0.0050,<0.0000050,1.49,,0.00012,0.0000621,0.00082,0.121,0.000016,,1.47,0.0062,0.000005,0.00007,0.000934,0.901,,<0.000040,0.475,<0.0000050,1.3,0.0131,,,,,,,,0.000488,0.000161,0.00086,,4.86,
Ulu Outflow,2017,28-Jul-17,August,L1968771-5,26.6,18.6,9.71,6.96,<3.0,,0.63,8.5,8.5,<1.0,<1.0,0.83,0.029,2.29,<0.0050,0.0301,<0.0010,<0.0010,0.0048,0.276,0.0187,0.000058,0.000335,0.00352,0.000011,,<0.0050,<0.0000050,1.49,,0.0001,0.0000646,0.00079,0.12,0.000016,,1.45,0.00619,<0.0000050,0.000064,0.000901,0.908,,<0.000040,0.482,<0.0000050,1.3,0.0134,,,,,,,,0.000498,0.000157,0.00073,,4.93,
1616-43 (KPSF),2017,2-Aug-17,August ,L1970658-3,358,224,134,8.38,<3.0,,1.52,75.1,72.7,2.4,<1.0,6.66,0.183,83.6,0.13,2.71,0.0379,<0.0010,0.0111,0.984,0.0612,0.00034,0.00145,0.0452,<0.00010,<0.000050,0.019,0.0000119,22.7,0.000092,0.00044,0.00052,0.0017,0.158,0.000056,0.0136,18.7,0.0146,<0.0000050,0.0244,0.0112,13.9,0.0225,0.000268,0.72,<0.000010,12.3,0.282,29,0.00028,0.000016,<0.00010,<0.00010,0.00272,0.00011,0.0093,<0.00050,<0.0030,0.000081,8.12,
1616-43 (KPSF),2017,2-Aug-17,August ,L1970658-2,355,225,136,8.36,4.3,,1.21,74.2,71.4,2.8,<1.0,6.66,0.185,83.9,0.149,2.69,0.0395,<0.0010,0.0105,0.998,0.0755,0.00035,0.00151,0.0462,<0.00010,<0.000050,0.02,0.0000079,22.6,0.000097,0.00062,0.00057,0.00182,0.189,0.000068,0.0138,19.2,0.0169,<0.0000050,0.0249,0.0121,14.3,0.0225,0.000222,0.8,<0.000010,12.6,0.29,29.9,0.00025,0.000018,<0.00010,<0.00010,0.00354,0.00012,0.00942,<0.00050,<0.0030,0.000104,7.99,
AEMPFB-STR,2017,2-Aug-17,August ,L1970658-4,<2.0,<1.0,<0.50,5.33,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.30,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,<0.050,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,<0.0000050,<0.0050,<0.0000050,<0.020,<0.000010,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,<0.00050,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,<0.00020,<0.000040,<0.050,<0.0000050,<0.010,<0.000050,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,<0.0000030,<0.000050,<0.00050,<0.000060,<0.50,
AEMPTB-STR,2017,2-Aug-17,August ,L1970658-1,<2.0,<1.0,<0.50,5.33,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.30,0.012,<0.0030,<0.0010,<0.0010,<0.0020,<0.050,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,<0.0000050,<0.0050,<0.0000050,<0.020,<0.000010,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,<0.00050,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,<0.00020,<0.000040,<0.050,<0.0000050,<0.010,<0.000050,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,<0.0000030,<0.000050,<0.00050,<0.000060,<0.50,
Christine-Lac du Sauvage,2017,2-Aug-17,August ,L1970658-6,98.7,59.1,34.3,7.3,<3.0,,0.87,14.6,14.6,<1.0,<1.0,1.82,0.048,25.9,0.0061,<0.0030,<0.0010,<0.0010,0.0053,0.343,0.0119,<0.000020,0.000489,0.00689,<0.000010,<0.0000050,<0.0050,<0.0000050,4.97,0.000021,<0.00010,0.000144,0.00086,0.0576,<0.000010,0.00325,5.32,0.0227,<0.0000050,0.000414,0.00108,3.15,0.00484,<0.000040,0.122,<0.0000050,2.85,0.0471,8.29,<0.00020,0.0000032,<0.00010,<0.000020,<0.00050,<0.00010,0.0000358,<0.000050,<0.00050,<0.000060,6.19,
Christine-Lac du Sauvage,2017,2-Aug-17,August ,L1970658-5,99.3,59.1,34,7.3,5.3,,0.85,15,15,<1.0,<1.0,1.82,0.051,25.9,0.0062,<0.0030,<0.0010,<0.0010,0.0054,0.33,0.0117,<0.000020,0.000516,0.00687,<0.000010,<0.0000050,<0.0050,<0.0000050,4.88,0.000022,<0.00010,0.000153,0.00086,0.0578,<0.000010,0.00325,5.29,0.0228,<0.0000050,0.000396,0.0011,3.14,0.00489,<0.000040,0.084,<0.0000050,2.8,0.0471,8.44,<0.00020,0.0000031,<0.00010,<0.000020,<0.00050,<0.00010,0.0000341,<0.000050,<0.00050,<0.000060,6.13,
Cujo Outflow,2017,2-Aug-17,August ,L1970658-8,295,183,112,7.93,<3.0,,1.07,49.4,49.4,<1.0,<1.0,5.91,0.127,79.2,0.0146,1.53,0.0216,<0.0010,0.0073,0.588,0.0157,0.00014,0.00091,0.0222,<0.00010,<0.000050,0.012,<0.0000050,17.6,0.000055,<0.00010,0.00023,0.00104,0.044,<0.000050,0.0092,16.4,0.00757,<0.0000050,0.00986,0.00266,10.5,0.0147,0.000107,<0.10,<0.000010,9.44,0.202,27.8,<0.00020,<0.000010,<0.00010,<0.00010,<0.00090,<0.00010,0.00236,<0.00050,<0.0030,<0.000060,7.5,
Cujo Outflow,2017,2-Aug-17,August ,L1970658-7,291,183,111,7.93,3.1,,0.9,49.3,49.3,<1.0,<1.0,5.92,0.127,79.2,0.0172,1.53,0.0211,<0.0010,0.0078,0.657,0.0138,0.000134,0.000889,0.022,<0.000010,<0.0000050,0.0117,<0.0000050,17.4,0.000054,<0.00010,0.000227,0.00107,0.0415,<0.000010,0.00903,16.4,0.00749,<0.0000050,0.00981,0.00274,10.5,0.0151,0.00012,<0.050,<0.0000050,9.48,0.198,26.5,<0.00020,0.0000064,<0.00010,<0.000020,<0.00050,<0.00010,0.00214,0.000062,0.00148,<0.000060,7.36,
Lower PDC,2017,2-Aug-17,August ,L1970658-10,28.5,20.5,10.2,6.91,<3.0,,0.73,5.9,5.9,<1.0,<1.0,0.58,0.024,5.17,<0.0050,0.0345,<0.0010,<0.0010,0.0036,0.232,0.0465,<0.000020,0.000283,0.00827,<0.000010,<0.0000050,<0.0050,<0.0000050,1.72,0.000028,0.00014,0.000115,0.00246,0.117,0.000022,0.00215,1.43,0.00588,<0.0000050,0.000084,0.00164,1.1,0.00256,<0.000040,0.355,<0.0000050,1.11,0.0128,1.96,<0.00020,0.0000051,<0.00010,<0.000020,<0.0010,<0.00010,0.000117,0.000135,0.00351,0.00009,5.52,
Lower PDC,2017,2-Aug-17,August ,L1970658-9,28.8,20,9.77,6.89,<3.0,,0.71,5.6,5.6,<1.0,<1.0,0.59,0.024,5.2,<0.0050,0.035,<0.0010,<0.0010,0.0035,0.235,0.0448,<0.000020,0.000288,0.00809,<0.000010,<0.0000050,<0.0050,<0.0000050,1.76,0.000027,0.00012,0.000111,0.00231,0.123,0.000023,0.00194,1.31,0.00564,0.000014,0.000096,0.00159,1.04,0.00267,<0.000040,0.347,<0.0000050,1.07,0.0133,1.58,<0.00020,0.0000052,<0.00010,<0.000020,<0.0015,<0.00010,0.000115,0.00013,0.00361,0.00011,5.34,
Mossing Outflow,2017,2-Aug-17,August ,L1970658-12,63,39.7,20.8,7.29,<3.0,,0.49,11.9,11.9,<1.0,<1.0,1.44,0.078,10.1,0.0077,0.913,0.0051,<0.0010,0.0036,0.305,0.0254,<0.000020,0.000461,0.00626,<0.000010,<0.0000050,<0.0050,<0.0000050,3.51,0.000027,<0.00010,0.0000822,0.00106,0.0542,<0.000010,0.00392,2.93,0.00463,<0.0000050,0.000115,0.00138,1.98,0.00351,<0.000040,0.211,<0.0000050,2.43,0.0267,3.23,<0.00020,0.000003,<0.00010,<0.000020,0.00128,<0.00010,0.000135,0.000058,<0.00050,<0.000060,5.93,
Mossing Outflow,2017,2-Aug-17,August ,L1970658-11,63.4,39.9,20.8,7.29,<3.0,,0.59,12.2,12.2,<1.0,<1.0,1.44,0.078,10.1,0.008,0.911,0.0052,<0.0010,0.0043,0.313,0.0223,<0.000020,0.000482,0.00616,<0.000010,<0.0000050,<0.0050,<0.0000050,3.48,0.000026,<0.00010,0.0000764,0.00105,0.052,<0.000010,0.00379,2.95,0.0047,<0.0000050,0.000101,0.0014,2.01,0.00351,<0.000040,0.214,<0.0000050,2.46,0.0266,3.44,<0.00020,0.0000032,<0.00010,<0.000020,0.00108,<0.00010,0.000135,0.000067,<0.00050,<0.000060,5.92,
1616-30 (LLCF),2017,6-Aug-17,August ,L1972971-4,1080,628,168,7.94,<3.0,,0.41,59.3,59.3,<1.0,<1.0,182,0.052,170,0.0116,3.18,0.0127,<0.0010,<0.0020,0.543,0.0182,0.0012,0.000595,0.0713,<0.000010,<0.0000050,0.033,<0.000040,35.1,0.000099,0.00011,0.0000427,0.0011,0.0086,<0.000010,0.0058,19.5,0.00427,<0.0000050,0.0965,0.00465,36.3,0.0565,0.000545,0.076,<0.0000050,130,0.792,59.8,<0.00020,0.000034,<0.00010,<0.000020,<0.00050,0.00061,0.000801,0.000202,<0.00050,<0.000060,4.75,
1616-30 (LLCF),2017,6-Aug-17,August ,L1972971-3,1090,624,166,7.96,<3.0,,0.39,59.8,59.8,<1.0,<1.0,181,0.053,169,0.0107,3.17,0.0137,<0.0010,<0.0020,0.489,0.0185,0.0012,0.000587,0.0723,<0.000010,<0.0000050,0.0319,<0.000040,34.2,0.000094,<0.00010,0.0000416,0.0011,0.0084,<0.000010,0.0053,19.5,0.00423,<0.0000050,0.0955,0.00461,36.3,0.0568,0.000512,0.07,<0.0000050,129,0.793,58.4,<0.00020,0.0000341,<0.00010,<0.000020,<0.00050,0.00061,0.000799,0.000183,0.00054,<0.000060,4.63,
1616-30 (LLCF),2017,6-Aug-17,August ,L1971947-1,1080,644,169,7.92,4.5,,0.4,56.7,,,,185,<0.10,173,0.0094,3.18,0.0127,<0.0010,0.0042,0.486,0.0245,0.00138,0.00075,0.0832,<0.00010,,0.035,<0.000030,36.3,,0.00024,<0.00010,0.00129,<0.030,<0.000050,,21.2,0.00489,0.0000142,0.095,0.00537,39.5,,0.000509,0.1,<0.000010,139,0.81,,,,,,,,0.000883,0.00059,<0.0030,,3.92,
1616-30 (LLCF),2017,6-Aug-17,August ,L1971947-2,1070,653,169,7.91,4.5,,1.71,57.9,,,,188,<0.10,176,0.009,3.24,0.0124,<0.0010,0.0037,0.506,0.0208,0.00128,0.00077,0.0836,<0.00010,,0.035,<0.000045,35.4,,0.00022,<0.00010,0.0012,<0.030,<0.000050,,21.6,0.00461,<0.0000050,0.0934,0.00518,40.5,,0.00048,0.11,<0.000010,141,0.794,,,,,,,,0.000827,0.00057,<0.0030,,4.29,
AEMPFB-STR,2017,6-Aug-17,August ,L1972971-5,<2.0,<1.0,<0.50,5.29,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.30,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,<0.050,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,<0.0000050,<0.0050,<0.0000050,<0.020,<0.000010,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,<0.00050,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,<0.00020,<0.000040,<0.050,<0.0000050,0.029,<0.000050,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,<0.0000030,<0.000050,<0.00050,<0.000060,<0.50,
AEMPTB-STR,2017,6-Aug-17,August ,L1972971-6,<2.0,<1.0,<0.50,5.56,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.30,0.0324,<0.0030,<0.0010,<0.0010,<0.0020,<0.050,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,<0.0000050,<0.0050,<0.0000050,<0.020,<0.000010,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,<0.00050,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,<0.00020,<0.000040,<0.050,<0.0000050,0.014,<0.000050,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,<0.0000030,<0.000050,<0.00050,<0.000060,<0.50,
